id,name,links,ingredients,recipe
138,Cauliflower Curry,https://youtu.be/6ulm8bLlVNU,"12 oz (340g) Cauliflower,3.4 oz (100g) Quinoa ,3.4 oz (100g) Lentils ,1 oz (28g) Cilantro,1 oz (28g) Green onions,1 Red Bell Pepper,6 Red pearl onions,White wine vinegar or Lemon juice,1 Garlic Clove,Curry Seasoning,Salt,Black pepper powder","Preparations:
1)Slice the cauliflower, pearl onions, and bell pepper.
2)Mince the cilantro and green onions.
Directions:
1)Add a cup of water to quinoa in a pot and boil for 15 minutes over medium heat.
2)Combine lentils with a cup of water in a pot and boil for 15 minutes over medium heat.
3)Garnish cauliflower with olive oil, curry seasoning, salt and pepper, and stir thoroughly.
4)Preheat oven to 350 degree F (190 degree C), cook the cauliflowers for 25 minutes.
5)In a large bowl, combine cooked quinoa, lentils, cauliflowers, green onions, bell pepper, and pearl onion.
6)Mash a fresh garlic clove on top and garnish with salt.
7)Stir in white wine vinegar or lemon juice.
8)Add olive oil and stir thoroughly."
139,Cauliflower,,,
140,Spinach Omelette,https://youtu.be/_RfQEU_YlNQ,"2 Bunches Spinach,1 Large Egg,1 Small Onion,2 Garlic Cloves,Salt, Turmeric, Curry Powder, Black Pepper Powder,2 Tbsp vegetable Oil","PREPARATIONS:
1)Dice the onion.
2)Mince the Spinach.
DIRECTIONS:
1)Fry the diced onions in a frying pan with 2 tbsp vegetable oil until translucent.
2)Mash 2 garlic cloves into the pan, stir and continue frying.
3)Cook the minced spinach (in a microwave).
4)Allow the spinach to cool down for few minutes.
5)Squeeze the liquid out of the spinach.
6)Add the spinach to the pan, and stir.
7)Add salt, black pepper powder, curry powder and turmeric to the pan and stir thoroughly until well mixed.
8)Crack a large egg into the pan and start stirring immediately.
9)Continue frying for two more minutes."
141,Spinach Soup,https://youtu.be/04NYurz-jyQ,"3 oz (85g) Spinach,1/2 Cup Oatmeal,1 1/4 Cup Chicken Broth (10 fl oz),1/4 Cup Half & Half Milk,1 Onion,1 Garlic Clove,2 Tbsp Vegetable Oil,Turmeric, Salt, Ground Chili Pepper","PREPARATIONS:
1)Dice the onions.
2)Mince the spinach.
3)Heat the spinach in a microwave for 4 minutes.
DIRECTIONS:
1)Fry the diced onions until golden (vegetable oil).
2)Mash in a garlic clove. Stir and continue frying for 2 more minutes.
3)Stir in the spinach.
4)Add turmeric, salt, ground chili pepper.
5)Stir in oatmeal, stir and continue frying for couple of more minutes.
6)Pour in chicken broth, and stir thoroughly.
7)Cover the pot with a lid and simmer for 5 to 7 minutes.
8)Stir in half & half milk."
142,Spinach Chaat,https://youtu.be/D09Gr2YV4pM,"For chaat:cup curd / yogurt (whisk),4 tsp tamarind chutney,4 tsp green chutney,1 tsp chaat masala,1 tsp cumin powder / jeera powder.1 tsp aamchur / dry mango powder,1 tsp chilli powder,1  onion (finely chopped),1 cup sev (fine), tomato (finely chopped),pinch salt 2 tbsp,coriander (finely chopped)","1)Firstly, prepare besan batter adding spices.mix to smooth and lump free thick batter.
2)Dip the palak leaf into prepared besan batter and coat it completely.
3)Furthermore, deep fry in hot oil.also stir occasionally and fry on both sides until it turns golden and crisp.
4)Drain off the palak pakoda to remove off excess oil.arrange palak pakora on the plate.
5)Pour 1 tbsp curd, 1 tsp tamarind chutney and 1 tsp green chutney.
6)Also sprinkle a pinch of chaat masala, cumin powder, aamchur and chilli powder.
7)Furthermore, top with 3 tbsp sev.additionally, add 2 tbsp onion and 2 tbsp tomato.again top with 1 tbsp curd, 1 tsp tamarind chutney and 1 tsp green chutney.
8)Finally, palak chaat or spinach chaat is ready to serve."
143,Spinach Naan,https://youtu.be/GeclTJ1R60A,"For palak puree:1 bunch palak leaves / spinach,3 cups water,1 inch ginger,1 green chilli,for dough:2 cup wheat flour,1 tsp ajwain / carom seeds,salt to taste,2 tsp oil,water as required (to knead dough),Other ingredients:cup wheat flour (to dust),oil / ghee / for roasting","1)Firstly, prepare a dough with palak puree.
2)Further pinch a medium sized ball dough, roll and flatten it.
3)Also dust with some wheat flour.and roll it in a thin circle like chapathi or paratha.
4)Now on a hot tawa place the rolled paratha and cook for a minute.
5)Furthermore, when the base is partly cooked, flip and cook.also brush oil / ghee and press slightly.
6)Finally, serve palak paratha with raita and pickle."
144,Spinach Dal,https://youtu.be/sA4Q84_nkLU,"1 bunch spinach leaves (finely chopped),1 cup of toor dal,2-3 curry leaves,1 chilli (chopped),1 small lemon sized tamarind,1 tsp turmeric,1 tsp chilli powder,1 tsp oil,salt as per taste,4 cups of water,for seasoning,2 tsp oil,1 tsp mustard seeds,1 tsp jeera seeds,2 red chillies (dried),few curry leaves,4-5 chopped garlic pods (chopped),pinch of hing ","1)Clean wash the spinach or palak leaves and finely chop them.in a pressure cooker, add 1 cup of toor dal and 3 cups of water.
2)Now add 1 bowl of finely chopped palak leaves to pressure cooker.
3)Add tamarind, curry leaves, green chilli and 1 tsp of oil and mix well. 
4)Make sure all the palak leaves are properly dipped in the water.
5)Add a cup of water if required.close the lid of pressure cooker and cook it for 5 whistles.
6)Once the pressure from cooker releases, open the lid and smash the dal well. 
7)Simmer it in low flame.now add turmeric, chilli powder and salt. 
8)Mix it properly and keep it aside.
9)In a frying pan take some oil and add all the seasoning ingredients mentioned in the recipe card.
10)Once the garlic turns golden brown, mix the seasoning ingredients to palak dal. 
11)Give a good stir to palak dal.your palak dal is ready. 
12)Serve with hot steamed rice or with rotis."
145,Spinach,,,
146,Peas Chaat,https://youtu.be/rNjnUHreUfc,"For pressure cooking:1 cup white peas,water (for soaking),1 potato (peel & chop),1 tsp turmeric,1 tsp clove,3 cup water (for pressure cooking),for masala paste:2 tbsp oil,1 tsp fennel / saunf,1 onion (sliced),1 tsp ginger garlic paste,1 tomato (chopped),1 cup mint / pudina,1 cup coriander,For curry:2 tbsp oil,1 tsp cumin / jeera,1 bay leaf,1 inch cinnamon1  tsp chilli powder,1 tsp coriander powder,1 tsp cumin powder,1 tsp garam masala,1 cup water,1 tsp salt,For serving (1 serve):4 puri,1 tsp tamarind chutney,1 tsp green chutney2 tbsp spicy sev,2 tbsp tomato (finely chopped),2 tbsp onion (finely chopped),1 tsp coriander (finely chopped),pinch chaat masala","1)Firstly, in a large bowl take 1 cup white peas and soak in enough water for 8 hours.
2)Take soaked peas in the cooker and add 1 potato, 1  tsp turmeric and 1  tsp clove.
3)Add 3 cup water and pressure cook for 6 whistles.
4)Mash the potato slightly, adjusting the consistency as required. keep aside.
5)Now repare masala paste by heating, 2 tbsp oil and saute 1 tsp fennel.
6)Also add 1 onion, 1 tsp ginger garlic paste and saute slightly.
7)Further, add 1 tomato and saute until the tomatoes turn soft and mushy.cool completely and transfer to a blender.
8)Add 1  cup mint and ? cup coriander.blend to smooth paste adding water if required. keep aside.
9)In a large kadai heat 2 tbsp oil and ? tsp cumin, 1 bay leaf and 1 inch cinnamon. 
10)Saute until spices turn aromatic.now add 1  tsp chilli powder, 1  tsp coriander powder, 1  tsp cumin powder and 1  tsp garam masala.
11)Saute on low flame until spices turn aromatic.
12)Further, add in boiled white peas and mix well.
13)Add 1 cup water and 1 tsp salt.mix well adjusting consistency as required.
14)Cover and simmer or 10 minutes, or until the flavours are well absorbed.
15)Masala puri curry is ready to enjoy."
147,Dahi Chaat,https://youtu.be/T65EHT0rXhM,"13 papdi,3 tbsp potato / aloo (boiled & chopped),3 tbsp chickpea (boiled),3 tbsp onion (finely chopped),5 tbsp curd (whisked),3 tsp green chutney,3 tsp tamarind chutney,pinch chilli powder,pinch cumin powder,pinch chaat masala,pinch salt,1 tbsp tomato (finely chopped),3 tbsp sev,1 tsp coriander (finely chopped)","1)Firstly, in a serving plate take 13 papdi. 
2)To prepare homemade papdi using wheat flour check out my papdi recipe.
3)Top with 3 tbsp potato and 3 tbsp chickpea.
4)Also, sprinkle 2 tbsp of chopped onions.
5)Now take 3 tbsp of whisked curd and drizzle over it.
6)Further, add 2 tsp of green chutney and 2 tsp of tamarind chutney.
7)Sprinkle chilli powder, cumin powder, chaat masala and salt.additionally, add 1 tbsp onion and 1 tbsp tomato.
8)Now add 1 tbsp of more curd, 1 tsp green chutney and 1 tsp tamarind chutney.
9)Top with 3 tbsp sev and garnish with 1 tsp coriander.
10)Finally, enjoy dahi papdi chaat with a hot cup of tea."
148,Aloo Chaat,https://youtu.be/HI7yT4FSnZ0,"Aloo chana preparation:1 cup black chana / kala chana,water for soaking,1  tsp turmeric,1 tsp salt,2 cup water (for pressure cooking),10 small potato,Other ingredients:1 cup cumin / jeera,1 cup tamarind chutney,1 cup water,pinch kala namak,1 onion (finely chopped),2 tbsp sev,chilli powder","1)Firstly, in a large bowl soak 1  cup black chana in enough water for 6 hours.
2)Drain off the water and transfer to the cooker.add 1  tsp turmeric, 1  tsp salt and 2 cup water.
3)Place a steam basket and put 10 small potatoes.cover and pressure cook for 5 whistles.
4)Aloo and chana is ready.now prepare jeera powder by taking 1  cup cumin in large pan.
5)Dry roast on low flame until the cumin turns blackish with smoky aroma.
6)Transfer to a mortar pestle and crush to a fine powder. 
7)Jeera powder is ready.now take 1 cup tamarind chutney and dilute with 1 cup water.
8)Mix well and tamarind water is ready.to prepare aloo cup, take boiled potato and peel the skin.
9)Cut the potato and make a hole in the centre. you can use leftover aloo to prepare aloo masala or sandwich.
10)To serve, in a plate arrange aloo cups"
149,SevPuri Chaat,https://youtu.be/iJKiUvTS_mQ,"1 cup white peas / vatana / safed matar,1 potato (peel & chop),1 tsp turmeric,1 tsp salt,3 cup water,3 tsp oil,1 onion (finely chopped),1 tsp ginger garlic paste,1 chilli (finely chopped),1 to mato (finely chopped),1 tsp turmeric,1 tsp kashmiri red chilli powder,1 tsp coriander powder,1 tsp cumin powder / jeera powder,1 tsp garam masala,1 tsp salt,2 tsp coriander (finely chopped)","1)Firstly, in a pressure cooker take 1 cup soaked white peas (vatana), 1 potato, 1  tsp turmeric, 1  tsp salt and 3 cup water.
2)Pressure cook for 5 whistles or until white peas get cooked completely.
3)Now in a large kadai heat 3 tsp oil and saute 1 onion, 1 tsp ginger garlic paste and 1 chilli.
4)Also, saute 1 tomato until it turns soft and mushy.
5)Saute until the oil is released from the sides.now add boiled peas and mix well.
7)Boil for 5 minutes or until the spices is absorbed well.
8)Mash the peas and potato slightly, to thicken the consistency.
9)Also, add coriander leaves and mix well. 
10)Ragda is ready."
150,Chaat,,,
151,Kichidi Dal,https://youtu.be/P4i9jKiJZTk,"1 cup rice,1 cup moong dal,1 tsp ghee,1 tsp turmeric,1 tsp salt,3 cup water,other ingredients:2 tbsp ghee,1 tsp cumin,1 bay leaf,pinch hing,1 onion (finely chopped),1 tsp ginger garlic paste,1 tomato (finely chopped),1 tsp turmeric,1 tsp chilli powder,1 tsp garam masala,1 tsp salt","1)Firstly, in a large bowl rinse and soak 1  cup rice, 1  cup moong dal for 10 minutes.
2)In a cooker heat 1 tsp ghee and add soaked dal and rice.
3)Saute for 2 minutes, or until the dal turns aromatic.now add 1  tsp turmeric, 1  tsp salt and 31  cup water. 
4)Mix well.cover and pressure cook for 5 minutes.in a large kadai heat 2 tbsp ghee. 
5)Add 1 tsp cumin, 1 bay leaf and pinch hing.saute on low flame until the spices turn aromatic.
6)Now add 1 onion, 1 tsp ginger garlic paste and saute well.
7)Further, add 1 tomato and saute until the tomato turns soft and mushy.
8)Keeping the flame on low add 1  tsp turmeric, 1 tsp chilli powder, 1  tsp garam masala and 1  tsp salt.
9)Saute for 2 minutes or until the spices turn aromatic.
10)Now add cooked rice and dal."
152,Moong Dal,https://youtu.be/EK6ToyvlDm8,"1 cup moong dal,water (for soaking),1 cup ghee / clarified butter,1 tbsp rava / semolina / suji,2 cup milk,1 cup sugar,5 cashew (chopped),5 almond (chopped),1 tsp cardamom powder","1)Firstly, rinse the moong dal and soak for 2 hours.
2)Drain off the water and transfer to a blender.
3)Blend to a slightly coarse paste adding water if required. keep aside.
4)In a large kadai heat 1  cup ghee and add 1 tbsp rava.roast on low flame until the rava turns aromatic. 
5)Adding rava helps to give good texture to halwa.
6)Now add in prepared moong dal paste and mix well.
7)Keeping the flame on medium, mix until the moong dal absorbs the ghee.
8)Continue to cook breaking the lumps.cook until the mixture turns crumble and grainy texture.
9)After 20 minutes, the mixture turns crisp.now add 2 cup milk, few saffron. 
10)You can alternatively use water or milk and water combination.
11)Stir continuously, until the mixture absorbs all the milk.
12)The mixture will start to hold shape leaving the kadai.
13)Now add 1 cup sugar and mix well.
14)The sugar starts to melt and turns the mixture watery."
153,Panchmel Dal,https://youtu.be/H75TssiDiFg,"2 tbsp ghee,1 bay leaf,4 cloves,1 black cardamom,1 tsp cumin,1 dried red chilli,1 onion (finely chopped),1 tsp ginger garlic paste,1 tsp turmeric,1 tsp chilli powder,1 tsp coriander powder,1 tsp cumin powder,1 tsp salt,2 tomato (finely chopped),1 tsp garam masala,1 tsp kasuri methi (crushed),2 tbsp coriander (finely chopped)","1)Firstly, in a bowl take 1  cup toor dal, 1  cup urad dal, 1  cup moong dal, 1  cup masoor dal and 1  cup chana dal.
2)Rinse well and soak for 30 minutes.
3)Transfer the soaked dal into the pressure cooker.
4)Add 1  tsp turmeric, 1  tsp salt, 2 bay leaf, 1 tsp ghee and 3 cups water.
5)Pressure cook for 5 whistles or until the dal is cooked completely.
6)Once the pressure releases, open the cooker and check if the dal is cooked well. keep aside.
7)In a large kadai heat 2 tbsp ghee. add 1 bay leaf, 4 cloves, 1 black cardamom, 1 tsp cumin and 1 dried red chilli.saute on low flame until the spices turn aromatic.
8)Now add 1 onion, 1 tsp ginger garlic paste and saute until onions turn golden brown.
9)Further add 1  tsp turmeric, 1 tsp chilli powder, 1 tsp coriander powder, 1  tsp cumin powder and 1  tsp salt."
154,Dal Soup,https://youtu.be/BR67V-U72s8,"3 tbsp masoor dal,3 tbsp moong dal,2 tbsp toor dal,1 inch ginger,2 clove garlic,1 tomato (chopped),1 carrot (chopped),1 tsp turmeric,1 tsp salt,2 cup water,1 tsp pepper powder,1 cup water (adjust consistency),2 tbsp coriander (finely chopped)","1)Firstly, in a bowl take 3 tbsp masoor dal, 3 tbsp moong dal and 2 tbsp toor dal.
2)Rinse well and soak for 30 minutes.now transfer the soaked dal to a pressure cooker.
3)Add 1 inch ginger, 2 clove garlic, 1  tsp turmeric, 1  tsp salt and 2 cup water.
4)Cover and pressure cook for 2 whistles on medium flame.
5)Once the pressure releases, cool completely and transfer to the blender.
6)Blend to smooth paste.take the veggie dal paste to a large kadai.
7)Add 1  tsp pepper powder and 11  cup water. 
8)Adjusting consistency as required.
9)Mix well and simmer for 5 minutes or until the flavours are well absorbed.
10)Finally, add 2 tbsp coriander and dal soup is ready to serve."
155,Kaala Dal,https://youtu.be/aYBZnRpYw2A,"2 tbsp ghee / clarified butter,1 bay leaf,1 tsp cumin / jeera,1 tsp kasuri methi,1 onion (finely chopped),1 tsp ginger garlic paste,1 chilli (slit),1 tsp turmeric,1 tsp kashmiri red chilli powder,2 tsp coriander powder, tsp cumin powder,1 tsp garam masala","1)Firstly, in a large bowl take  cup black urad dal and soak in enough water for 3 hours.
2)Drain off the water and transfer to a pressure cooker.
3)Add 3 cup water and 1 tsp ghee.cover and pressure cook for 5 whistles or until dal is cooked well.
4)Keep aside.in a large kadai, heat 2 tbsp ghee and saute 1 bay leaf, 1 tsp cumin and 1 tsp kasuri methi.
5)Add 1 onion, 1 tsp ginger garlic paste and 1 chilli.
6)Saute well making sure onions turn golden brown,keeping the flame on low, add 1 tsp turmeric, 2 tsp chilli powder, 1 tsp coriander powder, 1 tsp cumin powder, 1 tsp garam masala and 1 tsp salt.
7)Saute on low flame, until spices turn aromatic.
8)Further, add 2 tomato and saute until tomatoes turn soft and mushy.
9)Add in pressure cooked dal and mix well."
